price_vnd,sim_number
3791390.728476821,846761333
25404166.666666668,799933777
1589144.204851752,763578345
3000000.0,566088688
11184920.106524633,848971678
3757581.254355401,969108028
2693535.3535353537,813061976
11184920.106524633,819429678
2632926.8292682925,934138558
1446329.2117465225,913134404
4168190.661478599,942470223
2583333.3333333335,812855866
4525186.104218362,815056839
7418030.303030303,705691666
8726166.9550173,971782022
212375000.0,707777888
565176.9087523278,877150804
607142.8571428572,343300053
28353333.333333332,886666696
2257142.8571428573,794402879
3000000.0,888344456
1666666.6666666667,778500788
103500000.0,567649946
1071527.7777777778,329300566
4294968.717413973,858976986
1479818.8874514878,938646636
8250000.0,886223444
4679671.457905544,903783179
3265585.651936716,921071992
2935433.070866142,929056768
8726166.9550173,972210163
828128.5634432643,862928339
2500000.0,799977970
2251050.0699464837,763071797
3757581.254355401,865837840
3757581.254355401,354637536
2520529.197080292,888940418
2166666.6666666665,813677997
3209585.895953757,326825466
3632414.710485133,326516739
2251050.0699464837,909176870
58717241.37931035,707082222
76093157.89473684,847383838
7686394.557823129,359239222
4669054.711246201,926478578
1773333.3333333333,763669664
4294968.717413973,843587386
3632414.710485133,326594739
3572685.1441241684,972569611
3632414.710485133,343180839
3404837.4060150376,967736707
500000.0,876686839
3011401.8475750578,984318986
4053191.489361702,823838878
3632414.710485133,978206179
4525186.104218362,945305179
7035714.285714285,965770222
1057360.4060913706,974127557
1789383.5616438356,702669456
2983360.655737705,902414078
828128.5634432643,336082539
3209585.895953757,348952766
600000.0,877007768
3375000.0,368833638
5000000.0,344001144
500000.0,877104779
1330799.2202729045,334879486
695479.7979797979,865184479
2384051.724137931,977378837
3333333.3333333335,813369777
3757581.254355401,961842494
3011401.8475750578,327470286
153930769.23076922,788841999
3209585.895953757,376213266
450000.0,336002786
2251050.0699464837,901687267
11184920.106524633,857809678
3126764.705882353,972112568
4168190.661478599,826022027
1500435.499515034,336137866
3833043.4782608696,349923786
2231451.6129032257,816711677
3265585.651936716,359390199
29491518.133458648,859457457
2983360.655737705,783838078
4214285.714285715,355977898
1100938.9671361502,773313654
910216.3009404389,334813188
2174993.830787309,388368519
1685779.552715655,345980169
8726166.9550173,972215921
4669054.711246201,865475378
30874278.68852459,338127999
2251050.0699464837,763061067
4525186.104218362,912530939
9616276.978417266,937229329
2428942.652329749,942697898
13000000.0,704411411
49909090.90909091,777040404
937500.0,945662756
8092500.0,794225666
3632414.710485133,327530539
1985796.130952381,909110637
1115089.2857142857,763755758
2174993.830787309,357481088
2693535.3535353537,918048252
650000.0,989052244
2174993.830787309,353480388
3333333.3333333335,945878778
7955555.555555556,858060060
6308928.571428572,365777268
7418030.303030303,782827666
1446329.2117465225,944708683
3011401.8475750578,927609686
5855000.0,857806886
7342396.313364055,852139666
521327.0142180095,879488681
910216.3009404389,335204588
6475000.0,862281168
3011401.8475750578,326417586
2174993.830787309,865062488
3673913.0434782607,353115229
2251050.0699464837,909746285
4092721.518987342,916189903
2673970.5555555555,563532001
3757581.254355401,343150876
10000000.0,928955678
4758064.516129033,979246000
3265585.651936716,398791998
3757581.254355401,346061218
128511892.85714285,362079079
2251050.0699464837,931369357
2251050.0699464837,939398635
5401244.094488189,966252786
3153261.515601783,918541106
3757581.254355401,969696163
3757581.254355401,963283628
1666048.034934498,705907765
5000000.0,838222200
3364705.882352941,567132668
1912068.9655172413,971537755
3265585.651936716,965799060
3011401.8475750578,868240686
2251050.0699464837,909196984
700000.0,334844467
3404837.4060150376,977540601
3011551.857585139,902305993
1465517.2413793104,775686636
5447916.666666667,931231555
972972.972972973,326577742
2693535.3535353537,947935070
261122222.2222222,869386386
3757581.254355401,342134953
11184920.106524633,842389678
8333333.333333333,764911555
500000.0,877992241
828128.5634432643,335830539
6611111.111111111,866239678
2454996.301775148,886706214
3209585.895953757,359014966
4973076.923076923,902919889
3969736.8421052634,832666369
1835150.3759398495,922687679
2935433.070866142,989789868
2251050.0699464837,936185216
3757581.254355401,369206906
32777777.777777776,826889888
4092721.518987342,916081995
1330799.2202729045,343356186
12634782.608695652,946666643
21811111.111111112,825707707
2251050.0699464837,763023923
500000.0,877149977
4092721.518987342,947699631
3153261.515601783,949089311
450588.23529411765,335922839
2634396.355353075,568071779
8250000.0,343332332
19318750.0,783774444
2333333.3333333335,762667662
108857142.85714285,762289999
1192307.6923076923,705297711
6111323.529411765,326691866
3757581.254355401,981460746
6209722.222222222,935886186
685538.0577427822,879286269
2673970.5555555555,523832002
2384051.724137931,327732488
1115089.2857142857,905155120
4294968.717413973,948423786
2673970.5555555555,927532006
3757581.254355401,984064876
1985796.130952381,909110856
4414432.989690722,918411996
894851.4851485149,336150775
1906250.0,379711221
2251050.0699464837,763106070
3833043.4782608696,868799368
450000.0,344514439
1000000.0,937211233
3170000.0,898909991
1012500.0,777678437
2251050.0699464837,936130183
12400000.0,399130000
19783096.774193548,797226888
3462117.6470588236,828009596
3757581.254355401,924989196
2251050.0699464837,702792692
3632414.710485133,362894079
4334748.251748252,982559930
3757581.254355401,376040781
3632414.710485133,979823179
3757581.254355401,367021961
5144078.947368421,824399998
3209585.895953757,981665092
3000000.0,915449900
1685779.552715655,963452024
1152173.9130434783,325226626
3757581.254355401,343191974
3209585.895953757,974376866
7710824.742268041,798888532
2251050.0699464837,904750543
629859.1549295775,329310003
1351562.5,886485562
3656250.0,339086568
2369047.619047619,975520268
1685779.552715655,987278931
125234607.998,767134999
1115089.2857142857,898325507
9756250.0,822139666
2672916.6666666665,909263881
3209585.895953757,866384784
2267441.8604651163,936697577
1985796.130952381,797051191
2693535.3535353537,919318689
1818536.1216730038,947966294
1589144.204851752,768986123
3757581.254355401,326160680
1181818.1818181819,789888701
53333333.333333336,764488488
500000.0,879403322
11184920.106524633,859034678
4582695.810564663,375686777
685538.0577427822,879612712
3383497.0111016226,903084646
3757581.254355401,971967096
500000.0,877993009
3996250.0,911201688
4142857.1428571427,705507879
3265585.651936716,373051996
5000000.0,921423324
3114285.714285714,971955679
79000000.0,988888266
8726166.9550173,375298922
11798940.397350993,985867898
2693535.3535353537,919464989
944444.4444444445,971922346
3209585.895953757,328784766
4917034.482758621,937923486
1500000.0,763011822
4294968.717413973,818731368
685538.0577427822,879287858
3265585.651936716,384976399
2693535.3535353537,916042142
4148828.125,901388379
3964912.2807017546,337139668
2251050.0699464837,708143149
828128.5634432643,334306179
2436360.381861575,398982012
114664252.87356322,905058888
2251050.0699464837,909348626
4378313.253012048,896899090
3757581.254355401,989679748
8842533.578358209,987052020
3869084.9342770474,939892186
3757581.254355401,973893219
72500000.0,792206666
1500435.499515034,336130266
2369047.619047619,327557468
1186473.4299516908,363537667
7499000.0,825333330
910216.3009404389,332324188
6329523.80952381,962959678
3757581.254355401,983582015
2454996.301775148,889898589
3000000.0,795333184
3011551.857585139,899515184
3209585.895953757,343070566
3757581.254355401,984297467
3757581.254355401,328040482
3757581.254355401,989080416
3011551.857585139,763919399
928846.1538461539,921651221
496126.76056338026,329362442
2693535.3535353537,945982061
1479818.8874514878,936693036
1790806.0109289617,913329031
190573650.40650406,867909999
3572685.1441241684,981241194
36980000.0,829866866
2251050.0699464837,783420520
850649.3506493507,867773392
3632414.710485133,352573979
2983360.655737705,763638438
1789383.5616438356,763665234
1835150.3759398495,343220739
2251050.0699464837,763518018
2693535.3535353537,947418167
3383497.0111016226,898027171
784482.7586206896,333154669
450000.0,866606006
3170000.0,908999596
3757581.254355401,327130904
3265585.651936716,357241499
2396635.259631491,336010191
3538461.5384615385,799787222
3000000.0,855682288
754915.2542372881,344184686
3209585.895953757,866926918
3869084.9342770474,931563168
3552336.0655737706,359299139
4582695.810564663,924210777
3632414.710485133,342850539
685538.0577427822,879879737
828128.5634432643,335471279
11429222.222222222,859438999
32570094.06512301,937141414
25729411.76470588,329989666
7418030.303030303,768282666
4696969.696969697,838911567
3632414.710485133,368736879
3757581.254355401,969431917
6111323.529411765,866366436
3500000.0,914383738
1500435.499515034,332152566
29491518.133458648,852574574
4067307.6923076925,899088908
18529499.211267605,776761761
500000.0,879483738
2251050.0699464837,702682182
6747619.047619048,913612399
988732.3943661972,333710399
3462117.6470588236,947600365
223000000.0,784339339
4137500.0,817775253
3000000.0,846779968
506578.94736842107,877994088
4797746.47887324,932770555
670616.1137440759,344121366
64488888.88888889,779526666
2251050.0699464837,706092015
634943.1818181818,367434445
1330799.2202729045,335972486
2209090.909090909,886456856
2174993.830787309,365251088
4137500.0,836977797
3733333.3333333335,901638836
3757581.254355401,393593935
5000000.0,333990669
2454996.301775148,836983188
13213636.363636363,906994993
11184920.106524633,845239678
2436360.381861575,367153567
4501823.2044198895,816131818
546341.4634146341,344060775
3209585.895953757,866868128
7625000.0,912969779
2251050.0699464837,763039654
1230769.2307692308,896711811
5401244.094488189,396685686
3209585.895953757,328158366
2048586.1182519281,763567267
4525186.104218362,848406879
11687500.0,356777000
2251050.0699464837,909823841
23786407.766990293,949682345
4005681.8181818184,705179339
3572685.1441241684,965089311
1330799.2202729045,338625986
828128.5634432643,336190639
20156088.362068966,921857999
500000.0,879882285
567567.5675675676,879288486
2251050.0699464837,909107350
2251050.0699464837,762781974
19500000.0,786000008
3383497.0111016226,762658484
2396635.259631491,336260795
4092721.518987342,827061996
6154785.714285715,343257997
483734.9397590361,334458239
754915.2542372881,344136968
207666666.66666666,819926789
879096.9899665551,866054562
13896112.068965517,778090999
2251050.0699464837,935363895
828128.5634432643,353316539
47295153.239685655,353740740
3757581.254355401,971864808
3632414.710485133,865369039
1598838.7978142076,945377160
33137407.407407407,399967688
2673970.5555555555,586592005
3869084.9342770474,796263868
4801784.753363228,336251174
1330799.2202729045,332034868
1479818.8874514878,905086685
4823032.511210762,971695549
685538.0577427822,879591389
6215384.615384615,925776686
2672916.6666666665,909884950
3209585.895953757,343603966
2396635.259631491,336230281
6000000.0,773336239
2688750.0,797912000
2538888.888888889,333220290
655421.686746988,344132988
2251050.0699464837,763741982
3000000.0,932345822
7790540.540540541,399678717
2235504.2016806724,931433542
1308860.759493671,931810244
2183673.4693877553,762788100
4232758.620689655,917366439
14316666.666666666,925541888
5119787.685774947,329766624
3037250.0,931418200
1666048.034934498,898315177
2693535.3535353537,946086790
3900000.0,819299555
3011401.8475750578,869639568
1666048.034934498,902771745
10291666.666666666,798272272
3632414.710485133,969218179
2251050.0699464837,909371308
2631655.172413793,343633373
3265585.651936716,989387399
3632414.710485133,326382139
6154785.714285715,973957997
3757581.254355401,393246810
2251050.0699464837,708109709
2251050.0699464837,901739608
1598838.7978142076,828797977
11184920.106524633,819391678
1666048.034934498,776261432
4168190.661478599,853156228
3441057.991513437,383033699
491869.918699187,862941771
68000000.0,703336688
1357974.1379310344,363042444
1589144.204851752,708084345
125234607.998,783816999
2251050.0699464837,763710719
2529545.4545454546,856898589
828128.5634432643,332543639
17559235.668789808,373560000
2251050.0699464837,762751851
2251050.0699464837,706052014
2183673.4693877553,898088900
3757581.254355401,981769161
3869084.9342770474,931383168
3632414.710485133,326946439
1465517.2413793104,763577066
9247482.014388489,377473299
2399839.4495412842,986888272
17273913.04347826,784551999
3776562.5,795148889
2693535.3535353537,819298698
2693535.3535353537,943863705
3757581.254355401,862959293
1036585.3658536585,763044377
31553571.42857143,868388666
1206776.836158192,983162224
40580000.0,763522522
500000.0,877120779
11568421.05263158,922967666
8500000.0,349111100
828128.5634432643,332568739
38461538.461538464,842366668
11585169.491525425,888889130
1032936.5079365079,329552466
910216.3009404389,383370388
9505797.101449275,369846886
11184920.106524633,824817678
2174993.830787309,988240473
3265585.651936716,392162997
1985796.130952381,795713711
708333.3333333334,879488567
2634396.355353075,387712179
5000000.0,399255772
1589144.204851752,763516345
3758168.3168316833,972200248
2879310.3448275863,766949969
4180514.705882353,329428839
3757581.254355401,985987482
2436360.381861575,346517123
3209585.895953757,327850866
1330799.2202729045,336016986
2415685.714285714,333968978
3265585.651936716,528981995
2174993.830787309,988907489
2693535.3535353537,916514524
2673970.5555555555,565102005
828128.5634432643,328635339
3215686.274509804,763522099
2174993.830787309,378626388
1446329.2117465225,944784106
1790806.0109289617,833196296
3209585.895953757,866270282
3757581.254355401,975020853
2634396.355353075,862676779
25560204.08163265,978968789
812500.0,975447441
638297.8723404255,877117756
6000000.0,988882655
2174993.830787309,925102388
4092721.518987342,943594991
2251050.0699464837,763581975
2673970.5555555555,586912004
2396635.259631491,334280490
5062285.714285715,889575139
2235504.2016806724,933231981
37186322.58064516,357665888
828128.5634432643,335170839
7500000.0,898118881
12000000.0,828999986
675467.0999187652,986844974
3441057.991513437,327335399
1121951.219512195,935044663
1541422.5941422593,343350234
17975000.0,837868886
5833333.333333333,582344222
3757581.254355401,972795461
3000000.0,856555599
5401244.094488189,961664686
500000.0,877334478
6157792.207792208,835678900
2693535.3535353537,941792460
1261486.4864864864,375877566
2673970.5555555555,989171002
3011401.8475750578,365295786
2251050.0699464837,708780870
828128.5634432643,335850739
828128.5634432643,332958639
1479818.8874514878,795616615
451600000.0,896661888
850649.3506493507,332777082
675467.0999187652,975854344
754915.2542372881,344208468
3757581.254355401,984291275
158997894.7368421,828579579
3791390.728476821,857586333
828128.5634432643,335296239
500000.0,879611131
12923575.757575758,344697999
7500000.0,982228883
500000.0,877116641
450000.0,336000986
15875803.38983051,346982888
123000000.0,829113939
9247482.014388489,327758099
1716666.6666666667,339167788
910714.2857142857,936558244
3757581.254355401,964082013
3632414.710485133,971568539
10123170.731707318,988859916
3265585.651936716,587091995
2735294.117647059,815833099
1277046.2633451957,566732003
3757581.254355401,865041341
3148148.1481481483,375377977
3011401.8475750578,357205968
1589144.204851752,702764234
1985796.130952381,906112028
3757581.254355401,971982013
1192307.6923076923,776191171
6209722.222222222,935688368
3757581.254355401,968352024
23051085.714285713,785660888
4347761.194029851,832345185
828128.5634432643,336271539
3333333.3333333335,911426262
500000.0,879929332
3348626.2230919767,889487968
4679671.457905544,909498479
500000.0,879933772
3757581.254355401,981710151
2396635.259631491,336060490
4849206.349206349,945376996
3757581.254355401,972534236
2251050.0699464837,938624680
4700000.0,763688366
3011401.8475750578,362679686
5119787.685774947,343266646
3757581.254355401,984731626
8726166.9550173,329221074
2251050.0699464837,909178532
33000000.0,896667895
9823529.411764706,333964777
4928888.888888889,707001212
15137500.0,563888456
2309523.8095238097,334880286
6194117.647058823,832222898
4797746.47887324,773693555
3265585.651936716,968351997
1308860.759493671,903126445
1589144.204851752,762645012
754915.2542372881,344170568
2383155.080213904,865254884
66000000.0,339556666
3441057.991513437,335463799
8250000.0,889789222
3209585.895953757,327382966
2100000.0,708986689
3209585.895953757,866290108
5000000.0,336655186
500000.0,877004388
13736173.469387755,389999165
3757581.254355401,869835265
6852439.024390244,869979789
11184920.106524633,824034678
4820285.714285715,988665749
1789383.5616438356,764266123
1446329.2117465225,944732327
677419.3548387097,879217286
3984090.909090909,567668679
3757581.254355401,969303271
2583333.3333333335,788504333
3572685.1441241684,967372611
11429222.222222222,823987999
2693535.3535353537,829051525
1555555.5555555555,943978933
3200000.0,833384789
3666666.6666666665,818222828
2673970.5555555555,349700969
3404837.4060150376,329120977
4112500.0,923109111
60491428.571428575,914752222
11184920.106524633,847932678
2251050.0699464837,708017617
26185135.135135137,967702011
2174993.830787309,359814288
4092721.518987342,947989943
1589144.204851752,763508345
4700000.0,568877986
2383155.080213904,927319889
4669054.711246201,865719478
10587254.901960785,824471678
593661.9718309859,332870444
2935433.070866142,326786586
5795335.820895523,909172668
3286764.705882353,855383868
5006329.113924051,762688484
9616276.978417266,797220597
972972.972972973,327177741
8842533.578358209,971808585
1080155.6420233464,983955739
2251050.0699464837,763684687
2174993.830787309,865082788
1500435.499515034,334304366
4501823.2044198895,823151818
3757581.254355401,342902018
2251050.0699464837,796464540
2554527.272727273,335339236
4294968.717413973,949805268
2693535.3535353537,917290957
3632414.710485133,327306739
2251050.0699464837,762701975
2251050.0699464837,762504704
1375000.0,915913338
500000.0,879882287
3483333.3333333335,388806556
2251050.0699464837,909290496
3757581.254355401,395986869
5000000.0,818808800
1800000.0,888191003
3265585.651936716,868281299
3757581.254355401,862978069
3632414.710485133,363420139
1024989.3048128342,329045550
1353448.2758620689,848842011
2454996.301775148,914818288
3000000.0,855680808
3632414.710485133,343419739
506097.56097560975,877010766
450000.0,344321118
4584259.259259259,867607789
4047085.201793722,847120378
99444444.44444445,523456780
2454996.301775148,943619880
1528156.5656565656,862999418
2251050.0699464837,903095404
3757581.254355401,327050385
1685779.552715655,523471982
48676365.384615384,335080808
7200000.0,926588000
3000000.0,796229977
1277777.7777777778,945441288
7418030.303030303,767214666
55700000.0,845696666
115678947.36842105,898379837
3153261.515601783,941981911
13894642.857142856,856191191
509852.21674876846,877110302
1790806.0109289617,948629336
1484848.4848484849,855704123
1446329.2117465225,944363014
12000000.0,936553779
11184920.106524633,817291678
3757581.254355401,983201080
2693535.3535353537,815072015
1437500.0,908649955
5119787.685774947,865666364
3869084.9342770474,934946168
450000.0,335011978
11429222.222222222,848923999
565176.9087523278,877150985
2048586.1182519281,762567467
4766315.7894736845,819878555
1000000.0,779007978
3757581.254355401,328383989
2251050.0699464837,909282726
5401244.094488189,343614668
3632414.710485133,343205239
3757581.254355401,928627282
3209585.895953757,343685669
2634396.355353075,923078779
2396635.259631491,369523356
13896112.068965517,707797999
785294.1176470588,339122789
3209585.895953757,356506066
4000000.0,763188000
1212121.2121212122,702688044
4023076.923076923,566686279
3441057.991513437,332184399
3011551.857585139,799250493
3153261.515601783,817052011
3757581.254355401,346150272
3757581.254355401,357140395
828128.5634432643,332374279
3983720.930232558,399400383
3757581.254355401,382052013
828128.5634432643,332106039
2520529.197080292,888014140
3209585.895953757,971656635
565176.9087523278,877120685
725000.0,334553866
5855000.0,829136886
3757581.254355401,862896796
5828225.806451613,904066088
6641379.310344827,705793777
2251050.0699464837,795682382
3757581.254355401,925251965
4168190.661478599,946802213
4582695.810564663,389371777
3757581.254355401,964618419
2150000.0,899966896
1666048.034934498,778526876
11495849.056603774,825478686
530303.0303030303,877112237
2098684.210526316,866578679
1479818.8874514878,934185266
6111323.529411765,866398366
1500435.499515034,334121366
3757581.254355401,372698014
500000.0,937566779
3265585.651936716,353273699
5000000.0,813776777
18170724.63768116,922414888
754915.2542372881,344293686
3265585.651936716,342561993
29491518.133458648,858950950
3632414.710485133,353543739
1129629.6296296297,918004773
3757581.254355401,928783837
3757581.254355401,969282687
2000000.0,816658000
3757581.254355401,867474913
2174993.830787309,972988284
828128.5634432643,334694879
60000000.0,988333338
2551851.8518518517,366626005
